user,following,following_in_degree,user_entity,user_parent_entity,following_entity,following_parent_entity
SichuanDaily,ChineseEmb_FJ,91,"Sichuan Daily Online Media Development Co., Ltd.",Sichuan Provincial Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
QiushiJournal,ChineseEmb_FJ,91,Qiushi Magazine Press,Central Committee of the Chinese Communist Party,Ministry of Foreign Affairs,Ministry of Foreign Affairs
PhoenixTV_News,ChineseEmb_FJ,91,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCG_Muc,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
consulat_de,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
iloveguizhou,ChineseEmb_FJ,91,China Daily Press,Guizhou Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CGMeifangZhang,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ShaoxingCity,ChineseEmb_FJ,91,China Daily Press,Shaoxing Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
XuZeyu_Philip,ChineseEmb_FJ,91,Xinhua News Agency,State Council,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ShanghaiEye,ChineseEmb_FJ,91,Shanghai Media Group (SMG),Shanghai Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WuPeng_MFAChina,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
China_Lyon,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbSL,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChnConsul_osaka,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
InsightNingbo,ChineseEmb_FJ,91,China Daily Press,Ningbo Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbAntigua,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbAngola,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
embajadorcn_uy,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ZhongBai2020,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CGTNGlobalBiz,ChineseEmb_FJ,91,China Media Group (CMG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
china_embajada,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
JingFeng22,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Zhou_Li_CHN,ChineseEmb_FJ,91,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaConSydney,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
China2ASEAN,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseEmb_PNG,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
BeautyJiangxi,ChineseEmb_FJ,91,Jiangxi Provincial Department of Culture and Tourism,Jiangxi Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
chinaembaustria,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
qingqingparis,ChineseEmb_FJ,91,People's Daily Press,Central Committee of the Chinese Communist Party,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseLiberia,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WuxiCity,ChineseEmb_FJ,91,China Daily Press,Wuxi Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCG_Ffm,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
FuzhouCity,ChineseEmb_FJ,91,Fuzhou Culture and Tourism Bureau,Fuzhou Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbNL,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCGCalgary,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
cjxwh_hbtv,ChineseEmb_FJ,91,Hubei Radio & Television Station (HBTV),Hubei Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
SuzhouWuzhong,ChineseEmb_FJ,91,Suzhou Wuzhong District People's Government,Suzhou Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbSVK,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AmbJiaGuide,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaIraq,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
chine_guinee,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmSlovenia,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
DXinjiang,ChineseEmb_FJ,91,"Beijing Jiandanshiji Culture Media Co., Ltd",unknown,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbKabul,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinainLebanon,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
chinaorgcn,ChineseEmb_FJ,91,China International Communications Group (CICG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ConsulChinaBcn,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbArg,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
DIOC_MFA_China,ChineseEmb_FJ,91,Department of International Organizations and Conferences (DIOC),Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbPt,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseEmbtoYEM,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaConsulate,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AndyBxxx,ChineseEmb_FJ,91,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
qianwen_gu,ChineseEmb_FJ,91,China Daily Press,Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseSomalia,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
xuejianosaka,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Where_Zhengzhou,ChineseEmb_FJ,91,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbPoland,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
libijian2,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbKazakh,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChnConsulateNgt,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Chine_au_Mali,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbEsp,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AmbFangQiu,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
jejuZLG,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Spacewenchang,ChineseEmb_FJ,91,unknown,unknown,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Amb_LuKang,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CCGBelfast,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmBE,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseEmbinHU,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseEstonia,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseCon_Mel,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ambchinetchad,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
chinaconsulist,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseembassyJ,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChnConsulateFuk,ChineseEmb_FJ,91,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Chinamission2un,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbassy_MV,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Lin_Nan1,ChinaEmbEritrea,84,Chengdu Municipal People's Government,Chengdu Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
MiaoXiaojuan,ChinaEmbEritrea,84,Xinhua News Agency,State Council,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Amb_Yiming,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
DiscoverJilin,ChinaEmbEritrea,84,Department of Culture and Tourism of Jilin Province,Jilin Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
MFA_China,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
China_Amb_Mdv,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseEmbKenya,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
LiuHongyang4,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
iChongqing_CIMC,ChinaEmbEritrea,84,Chongqing International Communication Center,Chongqing Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
EmbChinaGE,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
izhejiang,ChinaEmbEritrea,84,China Daily Press,Zhejiang Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Chinaemb_Hellas,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WangXianfeng8,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WangJialei4,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
shao_zheng,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
yiwen_zh,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CCGJeddah,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEUMission,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
QuanQuan_1231,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
PhoenixTV_News,ChinaEmbEritrea,84,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AmbChineCmr,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCG_Muc,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
iloveguizhou,ChinaEmbEritrea,84,China Daily Press,Guizhou Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
thisisGBA,ChinaEmbEritrea,84,"Nanfang Daily Newspaper Group Co.,Ltd",Guangdong Provincial Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
YoloOliver1,ChinaEmbEritrea,84,Xinhua News Agency,State Council,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ShaoxingCity,ChinaEmbEritrea,84,China Daily Press,Shaoxing Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ShanghaiEye,ChinaEmbEritrea,84,Shanghai Media Group (SMG),Shanghai Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WuPeng_MFAChina,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
IXiangshan,ChinaEmbEritrea,84,Zhejiang Media Group (ZMG),Zhejiang Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
China_Lyon,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbSL,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChnConsul_osaka,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
InsightNingbo,ChinaEmbEritrea,84,China Daily Press,Ningbo Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
JilinChina,ChinaEmbEritrea,84,China Daily Press,Jilin Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaAmbSA,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
li_xiaosi,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbAngola,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ZhongBai2020,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbGrenada,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CGTNGlobalBiz,ChinaEmbEritrea,84,China Media Group (CMG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
sun_weide,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaConSydney,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
BeautyJiangxi,ChinaEmbEritrea,84,Jiangxi Provincial Department of Culture and Tourism,Jiangxi Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
chinaembaustria,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WuxiCity,ChinaEmbEritrea,84,China Daily Press,Wuxi Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCG_Ffm,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
FuzhouCity,ChinaEmbEritrea,84,Fuzhou Culture and Tourism Bureau,Fuzhou Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbNL,ChinaEmbEritrea,84,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
cjxwh_hbtv,ChinaEmbEritrea,84,Hubei Radio & Television Station (HBTV),Hubei Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
SuzhouWuzhong,ChinaEmbEritrea,84,Suzhou Wuzhong District People's Government,Suzhou Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
